System Order,L2 Norm
1.0,19825.157930215446
2.0,19819.40185047051
3.0,19836.112462336376
4.0,20044.194447248075
5.0,20238.775784917645
6.0,19907.462327095265
7.0,19883.65122932015
8.0,19980.092219831025
9.0,19925.7302831709
10.0,19885.72250491954
11.0,19938.656517601066
